Hours	De-Aar	Pretoria	Springbok	Upington
1207	819	732	871	856
1208	819	732	871	856
1209	819	732	871	856
1210	818	732	871	856
1211	818	732	870	855
1212	818	732	870	855
1213	818	732	870	855
1214	818	732	870	855
1215	818	731	869	854
1216	817	731	869	854
1217	817	731	869	854
1218	817	731	869	854
1219	817	731	869	854
1220	817	730	869	854
1221	817	730	868	854
1222	817	730	868	853
1223	816	729	868	853
1224	816	729	868	853
1225	816	729	868	853
1226	816	729	867	852
1227	816	729	867	852
1228	815	728	867	852
1229	815	728	867	852
1230	815	728	866	852
1231	815	727	866	852
1232	814	727	866	851
1233	814	726	866	851
1234	814	726	866	851
1235	814	726	865	851
1236	814	726	865	851
1237	814	726	865	851
1238	814	726	865	850
1239	814	725	865	850
1240	813	725	865	850
1241	813	725	864	850
1242	813	725	864	850
1243	813	724	864	849
1244	813	724	864	849
1245	813	723	863	849
1246	812	723	863	849
1247	812	722	863	849
1248	812	722	863	848
1249	812	722	862	848
1250	811	722	862	848
1251	811	721	862	848
1252	811	721	862	848
1253	811	721	862	848
1254	810	721	861	848
1255	810	721	861	848
1256	810	720	861	848
1257	810	719	861	847
1258	810	719	860	847
1259	810	719	860	847
1260	810	719	860	847
1261	810	719	860	847
1262	810	719	860	847
1263	809	719	860	847
1264	809	718	860	847
1265	809	718	859	847
1266	809	717	859	846
1267	809	717	859	846
1268	809	717	859	846
1269	809	717	858	846
1270	809	716	858	846
1271	809	716	858	845
1272	808	716	857	845
1273	808	716	857	845
1274	808	716	857	845
1275	807	715	857	845
1276	807	714	857	845
1277	807	714	857	845
1278	807	714	857	845
1279	807	713	857	845
1280	807	713	856	844
1281	807	713	856	844
1282	807	712	856	844
1283	807	712	855	843
1284	806	712	855	843
1285	806	712	855	843
1286	806	712	855	843
1287	806	712	855	843
1288	805	712	854	843
1289	805	711	854	843
1290	805	711	854	842
1291	805	711	854	842
1292	805	711	852	842
1293	805	711	852	842
1294	805	711	852	842
1295	805	711	852	842
1296	805	711	852	842
1297	805	710	852	841
1298	805	710	852	841
1299	804	710	852	841
1300	804	709	852	841
1301	804	709	851	841
1302	803	709	851	841
1303	803	709	850	841
1304	803	709	850	840
1305	803	708	849	840
1306	803	708	849	840
1307	802	707	849	840
1308	802	707	849	840
1309	802	707	849	840
1310	802	706	849	840
1311	802	706	849	840
1312	801	706	848	840
1313	801	706	848	839
1314	801	706	848	839
1315	801	706	848	839
1316	801	706	847	839
1317	801	706	847	839
1318	801	705	847	839
1319	800	705	847	838
1320	800	705	847	838
1321	800	705	847	838
1322	800	704	847	838
1323	800	704	847	838
1324	800	704	846	837
1325	800	703	846	837
1326	800	703	846	837
1327	800	703	846	837
1328	800	703	846	836
1329	799	702	846	836
1330	799	702	846	836
1331	799	702	846	836
1332	799	702	846	836
1333	799	702	846	836
1334	799	702	845	836
1335	799	701	845	836
1336	798	701	845	836
1337	798	701	845	836
1338	798	701	845	836
1339	798	701	844	836
1340	798	700	844	835
1341	798	700	844	835
1342	798	699	843	835
1343	798	699	843	835
1344	798	699	843	835
1345	798	699	843	835
1346	798	698	843	835
1347	797	698	843	834
1348	796	698	843	834
1349	796	698	842	834
1350	796	698	842	834
1351	796	697	842	834
1352	796	697	842	833
1353	795	697	842	833
1354	795	696	842	833
1355	795	696	842	833
1356	795	696	842	833
1357	795	696	841	833
1358	795	696	841	832
1359	795	696	841	832
1360	795	695	841	832
1361	795	695	840	832
1362	795	695	840	832
1363	795	695	840	832
1364	794	695	840	831
1365	794	694	840	831
1366	794	694	840	831
1367	794	694	840	831
1368	794	694	840	831
1369	793	694	839	831
1370	793	694	839	830
1371	793	693	839	830
1372	793	693	839	830
1373	792	693	839	830
1374	792	693	839	830
1375	792	693	839	830
1376	792	692	838	830
1377	792	692	838	830
1378	792	692	838	829
1379	792	692	837	829
1380	791	692	837	829
1381	791	692	837	829
1382	790	691	837	829
1383	790	691	837	829
1384	790	691	836	828
1385	790	690	836	828
1386	790	690	836	828
1387	790	690	836	828
1388	790	689	836	828
1389	790	689	836	828
1390	789	689	836	828
1391	789	689	836	828
1392	789	688	835	828
1393	789	688	835	827
1394	789	688	835	827
1395	789	687	835	827
1396	789	686	835	827
1397	788	686	834	827
1398	788	685	834	827
1399	788	685	834	827
1400	788	685	834	827
1401	788	685	833	827
1402	787	685	833	826
1403	787	684	833	826
1404	787	684	833	826
1405	787	684	833	826
1406	787	684	833	826
1407	787	684	832	826
1408	786	684	832	826
1409	786	683	832	825
1410	786	683	832	825
1411	786	683	831	825
1412	785	683	831	825
1413	785	682	831	825
1414	785	682	831	825
1415	785	681	831	824
1416	785	681	831	824
1417	784	681	831	824
1418	784	681	831	824
1419	784	680	831	824
1420	784	680	830	824
1421	784	680	830	824
1422	784	679	830	824
1423	784	679	830	824
1424	784	679	830	823
1425	784	679	830	823
1426	784	679	830	823
1427	784	679	830	823
1428	784	678	829	823
1429	784	677	829	823
1430	783	677	828	823
1431	783	677	828	822
1432	783	677	828	822
1433	783	677	828	822
1434	783	677	828	822
1435	782	676	828	822
1436	782	676	828	822
1437	782	676	827	822
1438	782	676	827	821
1439	782	676	827	821
1440	782	676	827	821
1441	782	675	826	821
1442	782	675	826	821
1443	782	675	826	821
1444	781	675	826	821
1445	781	675	826	821
1446	781	675	826	821
1447	781	675	826	820
1448	781	674	826	820
1449	781	674	826	820
1450	781	674	826	820
1451	780	674	826	820
1452	780	674	825	820
1453	780	673	825	820
1454	780	673	825	820
1455	780	673	825	820
1456	780	673	825	820
1457	780	673	825	820
1458	780	673	824	819
1459	780	673	824	819
1460	780	673	824	819
1461	779	673	824	819
1462	779	672	823	819
1463	779	672	823	819
1464	779	672	823	819
1465	778	672	823	818
1466	778	672	823	818
1467	778	672	823	818
1468	778	672	822	818
1469	778	672	822	818
1470	778	672	822	817
1471	778	672	822	817
1472	778	671	822	817
1473	777	671	822	817
1474	777	671	822	817
1475	777	671	822	817
1476	776	671	822	817
1477	776	670	821	816
1478	776	670	821	816
1479	776	670	821	816
1480	776	670	821	815
1481	775	670	821	815
1482	775	670	821	815
1483	775	670	821	815
1484	775	669	821	815
1485	774	669	821	815
1486	774	669	820	815
1487	774	669	820	815
1488	774	669	820	815
1489	774	669	820	814
1490	774	668	819	814
1491	773	668	819	814
1492	773	668	819	814
1493	773	668	819	814
1494	773	667	819	814
1495	773	667	818	814
1496	773	667	818	813
1497	773	666	818	813
1498	773	666	818	813
1499	773	666	818	813
1500	773	666	818	813
1501	772	666	818	813
1502	772	665	817	813
1503	771	665	817	812
1504	771	665	817	812
1505	771	665	817	812
1506	771	665	817	812
1507	771	665	817	812
1508	771	664	816	812
1509	770	664	816	812
1510	770	664	816	812
1511	770	663	816	811
1512	770	663	816	811
1513	770	663	815	811
1514	769	663	815	811
1515	769	663	815	811
1516	769	662	815	811
1517	769	662	815	811
1518	769	662	815	811
1519	768	662	814	810
1520	768	662	814	810
1521	767	662	814	810
1522	767	661	814	810
1523	767	661	813	810
1524	767	661	813	810
1525	767	660	813	810
1526	766	660	813	809
1527	766	660	813	809
1528	765	660	812	809
1529	764	659	812	809
1530	764	659	812	809
1531	764	659	812	809
1532	764	659	812	809
1533	764	659	811	809
1534	764	659	811	808
1535	764	658	811	808
1536	763	658	811	808
1537	763	657	811	808
1538	763	657	811	808
1539	763	657	811	808
1540	763	656	811	808
1541	763	656	811	807
1542	762	656	810	807
1543	761	656	810	807
1544	761	656	810	807
1545	761	656	810	807
1546	761	656	810	807
1547	761	656	809	807
1548	761	656	809	807
1549	761	655	809	807
1550	761	655	809	807
1551	761	654	809	807
1552	760	653	809	806
1553	759	653	808	806
1554	759	653	808	806
1555	759	653	808	806
1556	759	653	808	806
1557	759	652	808	805
1558	758	652	808	805
1559	758	652	808	805
1560	758	652	808	805
1561	758	651	807	805
1562	758	651	807	805
1563	757	650	807	805
1564	757	650	807	804
1565	757	650	806	804
1566	757	649	806	804
1567	757	649	806	804
1568	757	649	806	804
1569	757	649	806	804
1570	756	648	805	804
1571	756	647	805	803
1572	756	647	805	803
1573	756	647	805	803
1574	755	646	805	803
1575	754	646	805	803
1576	754	645	805	803
1577	754	645	805	803
1578	753	644	804	803
1579	753	644	804	803
1580	752	643	804	803
1581	752	643	804	802
1582	751	642	804	802
1583	751	642	804	802
1584	751	641	804	802
1585	751	640	803	802
1586	750	639	803	802
1587	750	638	803	802
1588	750	637	803	802
1589	750	637	803	802
1590	750	637	803	802
1591	750	637	803	801
1592	750	636	803	801
1593	749	635	803	801
1594	749	635	802	801
1595	749	634	802	801
1596	748	634	802	801
1597	748	633	802	801
1598	748	633	802	800
1599	748	633	802	800
1600	748	633	802	800
1601	748	632	802	800
1602	747	632	802	800
1603	747	632	802	800
1604	747	632	802	800
1605	746	632	802	800
1606	746	632	802	799
1607	746	630	802	799
1608	746	630	801	799
1609	746	630	801	799
1610	746	629	801	799
1611	745	629	801	798
1612	745	629	801	798
1613	745	628	801	798
1614	745	627	801	798
1615	744	627	801	798
1616	744	626	801	798
1617	744	626	800	797
1618	744	625	800	797
1619	744	625	800	797
1620	743	624	800	797
1621	743	623	799	797
1622	743	623	799	797
1623	743	622	799	796
1624	743	622	799	796
1625	742	621	799	796
1626	742	621	799	796
1627	742	621	799	796
1628	742	621	799	796
1629	741	621	798	796
1630	741	620	798	795
1631	741	620	798	795
1632	741	620	798	795
1633	741	619	798	795
1634	741	619	798	795
1635	741	619	798	794
1636	740	619	798	794
1637	740	619	798	794
1638	740	618	797	794
1639	740	617	797	794
1640	740	617	797	794
1641	739	617	797	794
1642	739	617	797	793
1643	739	617	797	793
1644	738	616	797	793
1645	738	616	797	793
1646	738	616	797	793
1647	738	615	797	793
1648	738	615	796	792
1649	738	614	796	792
1650	736	614	796	792
1651	736	614	796	792
1652	735	613	796	792
1653	735	613	795	792
1654	735	613	795	792
1655	735	612	795	792
1656	735	612	795	791
1657	734	612	795	791
1658	734	612	795	791
1659	734	611	795	791
1660	734	611	795	791
1661	734	611	795	791
1662	734	610	795	791
1663	733	610	795	790
1664	733	609	794	790
1665	733	609	794	790
1666	733	609	794	790
1667	733	608	794	790
1668	733	608	794	789
1669	732	608	793	789
1670	732	607	793	789
1671	732	607	793	789
1672	732	607	793	789
1673	732	606	793	789
1674	732	606	793	789
1675	732	606	793	789
1676	732	606	792	789
1677	731	605	792	789
1678	731	605	792	789
1679	731	605	791	789
1680	731	605	791	789
1681	731	605	790	788
1682	730	604	790	787
1683	730	603	790	787
1684	730	603	790	787
1685	730	602	789	787
1686	730	602	789	787
1687	729	601	788	787
1688	729	601	788	787
1689	729	601	788	786
1690	729	600	787	786
1691	729	599	787	786
1692	729	597	787	785
1693	728	596	787	785
1694	728	596	787	785
1695	728	596	787	785
1696	728	595	787	785
1697	727	595	787	784
1698	727	595	787	784
1699	727	595	787	784
1700	727	594	786	784
1701	727	594	786	783
1702	727	593	786	783
1703	727	593	786	783
1704	727	593	785	783
1705	727	593	785	783
1706	727	593	785	782
1707	726	592	785	782
1708	726	592	784	782
1709	726	591	784	782
1710	726	591	784	781
1711	726	591	784	781
1712	726	591	783	781
1713	726	591	783	781
1714	726	591	783	781
1715	725	590	783	780
1716	725	590	782	780
1717	725	589	782	779
1718	725	589	782	779
1719	725	589	782	778
1720	724	588	782	778
1721	724	588	781	778
1722	724	588	781	778
1723	724	588	781	778
1724	723	588	780	778
1725	723	587	780	777
1726	723	587	780	777
1727	723	587	780	777
1728	723	587	780	776
1729	723	587	780	776
1730	723	586	779	776
1731	722	586	779	776
1732	722	586	779	776
1733	722	586	779	776
1734	721	585	779	775
1735	721	585	779	775
1736	721	585	779	775
1737	721	585	778	775
1738	721	584	778	775
1739	721	584	778	774
1740	721	584	777	774
1741	721	583	777	774
1742	721	583	777	774
1743	720	583	777	774
1744	720	582	776	774
1745	720	582	776	773
1746	720	582	776	773
1747	720	582	776	773
1748	720	582	776	773
1749	719	582	776	773
1750	719	582	775	773
1751	719	581	775	773
1752	719	581	775	772
1753	719	581	775	772
1754	719	580	774	772
1755	718	580	774	772
1756	718	580	773	772
1757	718	580	772	772
1758	718	579	772	772
1759	718	579	772	771
1760	718	578	772	771
1761	717	578	772	771
1762	717	577	772	771
1763	717	577	771	770
1764	717	577	771	770
1765	717	577	771	770
1766	717	576	770	770
1767	717	576	770	770
1768	716	576	770	770
1769	716	576	770	770
1770	716	576	770	769
1771	716	575	770	769
1772	716	575	770	769
1773	716	575	770	769
1774	716	575	769	768
1775	716	575	769	768
1776	715	575	769	768
1777	715	574	769	768
1778	715	574	769	768
1779	714	574	769	768
1780	714	574	768	768
1781	714	573	768	768
1782	714	573	768	767
1783	714	573	768	767
1784	714	572	767	767
1785	714	572	767	767
1786	713	572	767	766
1787	713	572	767	766
1788	713	572	767	766
1789	713	572	767	766
1790	713	571	767	765
1791	712	571	766	765
1792	712	571	766	765
1793	712	571	766	765
1794	712	571	766	765
1795	712	571	766	765
1796	712	570	765	765
1797	712	570	765	765
1798	711	570	765	765
1799	711	570	765	764
1800	711	570	764	763
1801	711	570	764	763
1802	711	570	764	763
1803	711	570	764	762
1804	711	569	764	762
1805	711	569	764	762
1806	711	569	764	762
1807	711	569	763	762
1808	710	569	763	762
1809	710	569	763	761
1810	710	569	763	761
1811	710	569	763	761
1812	710	569	762	760
1813	710	569	762	760
1814	710	569	762	760
1815	709	568	762	760
1816	709	568	762	760
1817	709	568	762	760
1818	709	568	762	760
1819	709	567	762	760
1820	709	567	761	759
1821	708	566	761	759
1822	708	566	761	759
1823	708	566	761	759
1824	708	566	761	758
1825	708	565	761	758
1826	708	565	761	758
1827	707	565	761	758
1828	707	565	760	758
1829	707	565	760	758
1830	707	564	760	758
1831	706	564	760	757
1832	706	564	760	757
1833	706	564	759	757
1834	706	564	759	757
1835	705	563	759	757
1836	705	563	759	757
1837	705	562	758	757
1838	705	562	758	756
1839	704	562	758	756
1840	704	561	758	756
1841	704	561	758	756
1842	704	561	758	756
1843	704	561	757	756
1844	704	561	757	756
1845	704	560	756	756
1846	703	560	756	755
1847	703	560	756	755
1848	703	560	756	755
1849	703	560	756	755
1850	703	560	756	755
1851	703	559	756	754
1852	702	559	756	754
1853	702	558	756	754
1854	702	558	756	753
1855	701	558	755	753
1856	701	558	755	753
1857	701	558	755	753
1858	701	558	755	753
1859	701	557	754	752
1860	701	557	754	752
1861	701	556	754	752
1862	701	556	754	752
1863	700	556	754	751
1864	700	555	754	751
1865	700	555	754	751
1866	700	555	753	751
1867	700	555	753	751
1868	699	555	753	751
1869	699	554	753	751
1870	699	553	753	750
1871	699	553	753	750
1872	698	553	753	750
1873	698	552	752	750
1874	698	551	752	750
1875	698	551	752	749
1876	698	550	752	749
1877	698	550	752	749
1878	698	550	752	749
1879	697	550	752	749
1880	697	549	751	749
1881	697	549	751	748
1882	696	548	751	748
1883	696	547	750	747
1884	696	547	750	747
1885	696	547	750	747
1886	695	547	750	747
1887	695	546	750	747
1888	695	546	750	747
1889	695	545	750	747
1890	695	545	749	746
1891	694	545	749	746
1892	694	545	749	746
1893	694	544	748	745
1894	694	544	748	745
1895	694	544	748	745
1896	694	544	747	745
1897	694	543	747	745
1898	694	543	747	745
1899	694	543	747	744
1900	693	543	747	744
1901	693	542	746	744
1902	693	542	746	743
1903	693	541	746	743
1904	693	541	746	743
1905	693	541	746	742
1906	693	540	746	742
1907	693	540	746	742
1908	693	539	745	742
1909	693	539	745	742
1910	693	538	745	742
1911	692	538	745	741
1912	692	538	744	741
1913	692	537	744	741
1914	691	537	744	740
1915	691	537	744	740
1916	691	536	744	740
1917	691	536	744	740
1918	690	536	743	740
1919	690	536	743	739
1920	690	535	743	739
1921	690	535	743	739
1922	690	535	743	738
1923	690	535	743	738
1924	690	534	743	738
1925	690	534	742	738
1926	690	533	742	738
1927	690	533	742	737
1928	690	533	742	737
1929	689	532	742	737
1930	688	532	742	737
1931	688	532	742	737
1932	688	532	742	736
1933	688	532	742	736
1934	688	532	742	736
1935	687	531	741	736
1936	687	530	741	736
1937	686	530	741	735
1938	685	529	741	735
1939	685	529	741	735
1940	685	529	741	735
1941	685	529	740	735
1942	684	528	740	735
1943	684	528	740	734
1944	684	527	740	734
1945	684	527	740	734
1946	684	527	739	734
1947	683	527	739	733
1948	683	525	739	733
1949	683	525	739	733
1950	683	525	739	733
1951	683	525	739	733
1952	683	525	738	733
1953	683	525	738	732
1954	683	524	738	732
1955	682	524	738	732
1956	682	524	737	732
1957	682	524	737	732
1958	682	523	737	731
1959	682	523	737	731
1960	681	523	737	731
1961	681	523	736	731
1962	681	522	736	730
1963	681	521	736	730
1964	681	521	736	730
1965	681	521	735	730
1966	680	520	735	730
1967	680	520	735	730
1968	679	520	735	730
1969	679	519	735	730
1970	679	519	734	730
1971	679	519	734	730
1972	679	518	734	730
1973	679	518	733	730
1974	679	518	733	730
1975	678	517	733	730
1976	678	517	733	729
1977	678	517	733	729
1978	677	516	732	729
1979	677	516	732	729
1980	676	515	731	728
1981	675	515	731	728
1982	675	515	731	728
1983	675	514	731	728
1984	674	514	731	728
1985	674	514	731	727
1986	674	514	730	727
1987	673	513	730	727
1988	673	513	730	726
1989	672	513	729	726
1990	672	513	728	726
1991	672	513	728	726
1992	672	512	728	726
1993	671	512	728	726
1994	671	512	728	726
1995	671	512	728	725
1996	671	512	728	725
1997	669	511	727	725
1998	669	511	727	724
1999	669	511	727	724
2000	669	511	727	723
2001	669	510	727	723
2002	669	510	727	723
2003	669	510	727	723
2004	669	510	726	722
2005	668	510	725	722
2006	668	510	725	722
2007	668	509	725	721
2008	668	508	724	721
2009	668	508	723	721
2010	668	508	723	721
2011	667	507	723	721
2012	666	506	722	720
2013	665	506	722	720
2014	665	506	722	720
2015	665	505	721	720
2016	665	505	721	720
2017	665	504	721	720
2018	664	504	721	719
2019	664	504	720	719
2020	664	502	720	719
2021	664	502	720	719
2022	664	501	719	719
2023	663	501	719	718
2024	663	500	718	718
2025	663	500	718	718
2026	662	500	718	718
2027	662	499	718	718
2028	662	499	718	718
2029	661	499	718	717
2030	661	498	717	717
2031	660	495	717	717
2032	660	495	717	717
2033	660	494	716	717
2034	660	492	715	717
2035	659	491	715	716
2036	659	491	715	716
2037	659	490	715	715
2038	658	489	715	715
2039	658	489	714	715
2040	658	487	714	715
2041	658	486	714	715
2042	657	486	714	715
2043	657	486	714	714
2044	657	486	713	714
2045	657	485	713	714
2046	657	485	712	713
2047	656	485	712	712
2048	656	485	712	712
2049	655	483	712	712
2050	655	483	712	712
2051	655	482	712	712
2052	655	482	711	712
2053	654	482	711	712
2054	654	481	711	711
2055	653	481	711	711
2056	653	481	710	711
2057	653	481	710	710
2058	653	481	710	710
2059	652	479	709	709
2060	652	479	709	709
2061	652	479	708	709
2062	652	479	707	709
2063	651	479	706	708
2064	651	478	706	708
2065	651	478	706	707
2066	651	477	705	707
2067	650	477	705	707
2068	650	477	705	707
2069	650	477	705	707
2070	650	476	705	707
2071	650	476	705	707
2072	649	476	705	707
2073	649	475	704	706
2074	649	475	704	706
2075	649	474	704	705
2076	649	474	703	705
2077	648	474	703	705
2078	648	473	703	705
2079	648	473	703	704
2080	648	473	703	704
2081	648	472	702	704
2082	647	472	702	704
2083	647	472	702	704
2084	646	472	702	703
2085	646	472	702	703
2086	646	472	702	703
2087	646	472	701	703
2088	645	471	701	703
2089	645	471	700	703
2090	645	470	700	702
2091	644	470	700	702
2092	643	470	700	702
2093	643	470	700	702
2094	643	470	699	702
2095	643	469	699	702
2096	643	469	699	702
2097	643	469	698	702
2098	642	469	698	702
2099	642	468	698	701
2100	642	468	698	701
2101	641	468	698	701
2102	641	468	697	701
2103	640	468	696	701
2104	640	468	696	700
2105	639	467	696	700
2106	639	467	696	700
2107	639	466	695	700
2108	639	466	695	700
2109	639	465	694	700
2110	639	464	693	700
2111	638	464	693	700
2112	637	464	693	699
2113	637	464	693	698
2114	637	464	693	698
2115	637	464	693	697
2116	636	463	693	697
2117	636	463	692	696
2118	636	463	692	696
2119	636	463	692	696
2120	636	462	692	696
2121	636	462	691	695
2122	635	462	691	695
2123	635	462	690	694
2124	635	462	689	694
2125	635	461	689	693
2126	635	461	689	693
2127	634	461	689	693
2128	634	461	689	693
2129	634	461	689	693
2130	633	461	687	692
2131	633	461	687	692
2132	633	460	687	692
2133	633	460	687	692
2134	632	460	687	690
2135	632	459	687	689
2136	632	459	687	689
2137	632	459	686	689
2138	632	458	686	688
2139	631	458	685	688
2140	631	458	685	688
2141	631	458	685	687
2142	631	458	685	687
2143	630	457	684	686
2144	630	457	684	686
2145	630	456	684	686
2146	630	456	683	686
2147	629	456	683	686
2148	629	455	683	685
2149	629	455	683	685
2150	629	454	682	684
2151	628	454	682	683
2152	628	454	682	683
2153	628	453	681	683
2154	628	453	681	682
2155	628	453	681	682
2156	628	452	680	682
2157	627	452	680	682
2158	627	452	680	682
2159	627	451	680	682
2160	627	450	680	682
2161	627	450	679	681
2162	626	450	679	681
2163	625	450	678	681
2164	625	449	678	680
2165	624	448	678	680
2166	624	448	678	679
2167	624	448	678	678
2168	624	448	678	677
2169	623	448	677	677
2170	623	448	677	677
2171	622	448	676	676
2172	622	447	676	676
2173	622	447	676	676
2174	622	446	675	676
2175	622	446	675	675
2176	621	446	675	675
2177	621	445	675	675
2178	621	445	675	675
2179	621	445	675	674
2180	621	444	675	674
2181	621	444	674	673
2182	620	444	674	673
2183	620	444	674	673
2184	620	444	674	672
2185	619	444	673	672
2186	619	444	673	671
2187	619	443	673	671
2188	619	443	673	671
2189	619	442	673	671
2190	618	441	672	671
2191	618	441	672	670
2192	618	441	672	670
2193	618	441	672	669
2194	618	441	672	669
2195	617	440	672	668
2196	617	440	671	668
2197	616	440	671	667
2198	616	440	671	667
2199	616	440	671	667
2200	616	438	670	666
2201	615	438	670	666
2202	615	438	670	665
2203	615	436	670	665
2204	615	436	670	665
2205	615	436	670	665
2206	614	436	669	664
2207	614	435	669	663
2208	614	435	669	663
2209	614	435	669	663
2210	614	433	669	662
2211	613	433	668	662
2212	613	432	668	661
2213	613	430	668	661
2214	613	430	668	660
2215	612	430	668	660
2216	612	429	667	660
2217	610	429	667	660
2218	610	428	667	660
2219	610	427	667	659
2220	610	427	666	659
2221	610	427	666	659
2222	610	426	666	659
2223	610	425	666	658
2224	609	425	666	657
2225	609	425	666	657
2226	609	425	666	657
2227	608	425	666	656
2228	608	424	666	656
2229	608	424	666	656
2230	608	424	666	655
2231	607	423	665	655
2232	607	423	665	655
2233	606	423	665	655
2234	606	422	665	654
2235	606	422	664	654
2236	606	422	664	653
2237	606	422	663	652
2238	606	421	663	652
2239	605	421	663	651
2240	604	420	663	651
2241	604	419	662	650
2242	604	419	662	650
2243	604	419	661	650
2244	603	419	661	649
2245	603	418	661	649
2246	603	418	661	648
2247	603	417	661	648
2248	602	416	661	648
2249	602	416	661	648
2250	602	415	661	648
2251	602	415	660	647
2252	602	415	659	647
2253	602	414	659	647
2254	601	414	659	647
2255	601	413	658	647
2256	600	413	658	646
2257	600	413	658	646
2258	600	413	657	645
2259	599	413	657	645
2260	599	412	656	645
2261	599	412	656	645
2262	598	411	656	644
2263	598	411	656	643
2264	598	410	655	643
2265	597	408	654	643
2266	596	407	654	643
2267	596	406	654	643
2268	596	406	654	643
2269	596	406	654	642
2270	595	406	653	642
2271	595	406	653	642
2272	595	405	653	641
2273	595	405	652	640
2274	595	405	651	640
2275	594	404	651	640
2276	594	404	651	639
2277	594	404	651	639
2278	594	404	650	639
2279	594	404	649	639
2280	594	402	648	638
2281	593	402	648	637
2282	593	401	648	637
2283	593	401	648	637
2284	593	400	647	637
2285	593	400	646	637
2286	592	400	646	636
2287	592	400	646	636
2288	592	400	646	636
2289	592	400	646	635
2290	591	399	645	635
2291	590	398	644	635
2292	590	397	644	635
2293	590	396	644	634
2294	590	396	644	634
2295	590	396	643	633
2296	589	395	643	633
2297	589	394	643	633
2298	589	393	643	633
2299	589	393	642	632
2300	589	393	642	632
2301	589	392	642	632
2302	589	392	642	631
2303	588	392	641	631
2304	588	392	641	631
2305	587	391	641	630
2306	587	391	640	630
2307	587	391	640	630
2308	587	391	640	629
2309	586	390	640	629
2310	586	390	640	629
2311	586	390	639	629
2312	585	390	639	629
2313	585	389	639	629
2314	585	389	638	628
2315	585	389	638	628
2316	584	389	638	628
2317	584	388	638	628
2318	584	388	638	628
2319	584	388	638	628
2320	584	388	638	628
2321	583	387	637	627
2322	583	387	637	627
2323	583	387	636	627
2324	583	387	636	626
2325	583	386	636	626
2326	583	386	636	626
2327	582	386	635	626
2328	582	385	635	626
2329	582	385	635	626
2330	582	384	635	626
2331	581	384	634	625
2332	581	384	634	625
2333	581	384	634	625
2334	581	384	634	625
2335	581	384	634	625
2336	580	383	633	625
2337	580	383	633	625
2338	579	383	633	624
2339	579	383	633	624
2340	579	382	633	624
2341	579	382	633	624
2342	579	382	632	623
2343	579	381	632	623
2344	579	381	631	622
2345	578	380	630	622
2346	578	380	630	622
2347	578	380	630	622
2348	578	380	629	622
2349	577	379	629	621
2350	577	379	628	620
2351	577	379	627	620
2352	576	378	627	620
2353	576	378	627	620
2354	576	377	627	620
2355	576	377	627	620
2356	576	376	626	619
2357	576	376	625	619
2358	575	376	625	619
2359	575	376	625	619
2360	575	376	625	619
2361	575	375	624	618
2362	575	375	624	618
2363	575	375	624	618
2364	575	374	624	618
2365	574	374	624	618
2366	574	374	624	617
2367	574	374	624	617
2368	574	373	624	617
2369	574	373	623	616
2370	572	373	623	616
2371	572	372	623	615
2372	572	372	623	615
2373	572	372	622	615
2374	572	371	622	615
2375	571	371	621	614
2376	571	370	621	614
2377	571	370	621	614
2378	571	370	620	614
2379	571	370	620	614
2380	571	370	619	613
2381	571	368	618	613
2382	571	368	618	613
2383	570	368	618	612
2384	570	367	617	612
2385	570	367	617	611
2386	569	367	617	611
2387	569	366	617	611
2388	569	366	616	611
2389	569	366	616	611
2390	569	366	616	611
2391	569	366	616	610
2392	568	365	615	610
2393	568	365	615	610
2394	568	365	615	610
2395	568	365	615	609
2396	568	365	614	609
2397	568	364	614	609
2398	567	363	613	608
2399	567	362	613	608
2400	567	362	613	608
2401	567	362	613	607
2402	567	362	612	607
2403	567	361	611	607
2404	567	361	611	607
2405	566	361	610	606
2406	566	361	610	606
2407	566	360	609	606
2408	565	360	609	606
2409	565	360	609	605
2410	565	360	608	605
2411	564	359	608	605
2412	563	359	608	605
2413	563	359	608	605
2414	563	358	608	605
2415	563	358	608	604
2416	562	358	608	604
2417	562	358	608	604
2418	562	358	607	604
2419	561	357	607	604
2420	560	357	607	604
2421	560	357	606	603
2422	560	356	606	603
2423	560	356	606	603
2424	560	356	606	603
2425	559	355	606	603
2426	559	354	605	602
2427	558	354	605	602
2428	558	354	605	602
2429	558	354	605	602
2430	557	354	605	602
2431	557	354	605	601
2432	556	353	605	601
2433	556	353	605	601
2434	556	353	604	601
2435	555	352	604	601
2436	555	352	604	600
2437	554	352	603	600
2438	554	352	603	600
2439	554	351	602	600
2440	553	351	602	600
2441	553	350	601	600
2442	553	349	601	600
2443	553	349	601	600
2444	552	349	601	599
2445	552	349	600	599
2446	552	349	600	599
2447	552	349	600	599
2448	552	348	600	598
2449	552	348	600	598
2450	550	348	600	598
2451	550	347	599	597
2452	550	347	599	597
2453	549	347	599	596
2454	549	347	598	596
2455	549	346	598	596
2456	548	346	598	596
2457	547	345	598	596
2458	547	345	598	596
2459	547	345	598	596
2460	546	345	597	595
2461	546	344	596	595
2462	546	344	596	595
2463	546	344	596	595
2464	546	344	596	594
2465	546	344	596	594
2466	546	343	596	594
2467	545	343	594	594
2468	545	343	594	593
2469	545	343	593	593
2470	545	342	593	593
2471	545	341	593	593
2472	545	340	593	593
2473	545	340	593	593
2474	544	340	593	592
2475	544	340	592	592
2476	544	340	592	592
