Hours	De-Aar	Pretoria	Springbok	Upington
2477	544	340	591	592
2478	544	340	591	591
2479	543	340	591	591
2480	542	340	591	591
2481	542	339	591	591
2482	542	339	590	591
2483	542	339	590	590
2484	541	339	589	590
2485	541	339	589	590
2486	541	339	588	590
2487	541	338	588	590
2488	541	338	588	590
2489	540	337	587	590
2490	540	337	587	590
2491	540	337	587	589
2492	540	337	587	589
2493	539	337	587	589
2494	539	336	586	589
2495	538	336	586	589
2496	538	335	586	588
2497	537	335	586	588
2498	537	335	585	588
2499	537	335	585	588
2500	536	335	584	588
2501	536	335	584	588
2502	536	333	583	587
2503	536	333	583	587
2504	535	333	583	587
2505	535	333	583	587
2506	535	332	582	587
2507	535	332	582	587
2508	535	330	582	587
2509	535	330	581	587
2510	535	329	581	587
2511	535	328	580	586
2512	534	328	580	586
2513	534	327	579	586
2514	534	327	579	586
2515	533	326	579	586
2516	533	326	578	586
2517	533	326	578	586
2518	533	326	578	586
2519	532	326	578	585
2520	532	324	578	585
2521	532	324	578	585
2522	532	324	578	585
2523	532	323	578	584
2524	531	323	577	584
2525	531	323	577	584
2526	530	323	576	584
2527	530	322	576	584
2528	530	322	575	583
2529	529	322	575	583
2530	529	321	574	582
2531	529	321	574	582
2532	528	321	574	582
2533	527	320	573	582
2534	527	320	573	582
2535	526	320	573	581
2536	526	320	572	581
2537	525	319	572	580
2538	525	319	571	580
2539	525	319	571	580
2540	524	318	571	579
2541	524	318	571	579
2542	524	317	570	579
2543	523	317	570	578
2544	522	317	570	578
2545	522	317	569	577
2546	522	316	569	576
2547	522	316	569	576
2548	522	315	568	576
2549	522	315	568	576
2550	522	315	567	576
2551	522	315	567	575
2552	521	314	567	575
2553	521	314	566	575
2554	520	314	565	574
2555	520	314	565	574
2556	520	313	564	574
2557	520	313	564	573
2558	520	313	564	573
2559	519	313	563	573
2560	518	313	562	572
2561	518	312	562	572
2562	518	312	561	572
2563	518	312	561	571
2564	518	312	561	571
2565	517	312	560	571
2566	517	311	559	571
2567	517	311	558	571
2568	517	311	558	570
2569	517	311	558	569
2570	516	310	558	569
2571	515	310	557	568
2572	515	310	555	568
2573	514	309	555	568
2574	514	309	555	568
2575	514	309	554	568
2576	514	308	554	568
2577	514	308	553	567
2578	514	308	553	567
2579	513	307	553	566
2580	513	307	553	566
2581	512	307	552	566
2582	512	307	551	566
2583	512	307	551	566
2584	511	307	551	565
2585	511	306	551	565
2586	509	306	551	565
2587	509	305	550	564
2588	508	305	550	564
2589	508	305	550	564
2590	508	305	550	564
2591	508	304	549	563
2592	508	304	549	563
2593	508	304	548	563
2594	508	303	548	562
2595	507	303	548	562
2596	507	303	548	562
2597	507	302	547	562
2598	507	302	546	562
2599	507	302	545	561
2600	506	301	545	561
2601	506	301	545	561
2602	506	301	544	560
2603	506	301	544	560
2604	506	300	544	559
2605	505	299	544	559
2606	505	299	544	559
2607	505	299	544	558
2608	504	299	543	558
2609	504	298	543	558
2610	503	298	543	558
2611	503	298	543	558
2612	503	297	543	558
2613	502	297	543	558
2614	502	296	542	558
2615	502	296	542	557
2616	502	296	541	557
2617	502	296	541	557
2618	502	296	541	557
2619	502	295	541	557
2620	501	295	541	557
2621	501	295	540	556
2622	501	294	540	556
2623	500	294	538	556
2624	499	294	538	556
2625	499	294	538	556
2626	498	294	538	555
2627	498	294	537	555
2628	497	293	537	555
2629	497	293	536	555
2630	496	293	536	554
2631	496	293	536	554
2632	496	293	535	554
2633	496	293	535	554
2634	496	293	535	554
2635	496	293	534	554
2636	496	292	534	554
2637	495	292	534	553
2638	495	292	534	553
2639	495	291	533	553
2640	494	291	533	552
2641	494	291	533	552
2642	493	291	533	552
2643	493	291	533	551
2644	492	290	532	551
2645	492	290	532	551
2646	491	290	531	551
2647	491	290	531	550
2648	491	290	531	550
2649	490	289	531	549
2650	490	289	531	549
2651	489	289	530	549
2652	489	289	530	549
2653	489	289	530	548
2654	488	288	529	548
2655	488	288	528	548
2656	487	288	528	548
2657	487	288	528	547
2658	487	288	528	547
2659	486	288	528	547
2660	486	287	527	547
2661	486	287	527	547
2662	486	287	526	546
2663	485	287	526	546
2664	485	287	526	546
2665	485	287	525	546
2666	485	286	525	546
2667	484	286	524	546
2668	484	286	524	546
2669	484	286	524	545
2670	484	286	524	545
2671	484	285	524	544
2672	484	285	524	544
2673	484	285	523	543
2674	484	285	523	543
2675	483	285	522	543
2676	483	285	521	542
2677	483	285	521	542
2678	483	285	520	542
2679	482	285	520	542
2680	482	284	519	541
2681	482	284	519	541
2682	481	284	518	541
2683	481	284	518	541
2684	481	284	517	540
2685	481	284	517	540
2686	481	284	517	539
2687	480	284	517	539
2688	479	284	516	539
2689	478	283	516	539
2690	478	283	516	538
2691	477	283	515	538
2692	477	283	515	538
2693	477	283	514	538
2694	476	283	514	537
2695	476	283	513	537
2696	476	283	513	536
2697	476	283	513	536
2698	476	283	513	536
2699	475	282	512	535
2700	475	282	512	535
2701	475	282	512	535
2702	475	282	512	535
2703	474	282	511	535
2704	473	282	511	535
2705	473	281	511	535
2706	472	281	511	535
2707	472	281	511	534
2708	472	281	511	534
2709	472	281	511	534
2710	471	280	510	534
2711	470	280	510	533
2712	470	280	510	533
2713	469	280	510	533
2714	469	279	509	532
2715	469	279	509	532
2716	468	279	508	532
2717	468	277	508	531
2718	468	277	507	531
2719	468	277	507	530
2720	468	277	507	530
2721	467	277	506	530
2722	466	277	506	530
2723	466	276	506	530
2724	466	276	506	530
2725	466	276	505	530
2726	465	276	505	530
2727	465	276	505	530
2728	464	275	505	530
2729	464	275	505	530
2730	464	274	505	530
2731	463	273	504	528
2732	463	273	504	528
2733	463	273	504	528
2734	462	273	504	527
2735	462	272	504	526
2736	461	272	503	526
2737	461	272	503	526
2738	461	272	503	525
2739	461	272	503	525
2740	460	272	503	524
2741	459	272	502	524
2742	459	271	502	524
2743	459	271	502	524
2744	458	271	502	524
2745	458	271	502	522
2746	458	271	500	522
2747	457	271	500	522
2748	457	271	499	522
2749	457	270	499	521
2750	457	269	499	521
2751	455	269	499	521
2752	455	269	498	519
2753	455	268	498	519
2754	454	268	498	519
2755	454	268	498	518
2756	452	268	498	518
2757	452	268	497	518
2758	451	267	497	517
2759	451	267	496	517
2760	450	266	496	517
2761	450	266	496	516
2762	450	266	495	516
2763	449	266	494	516
2764	449	265	494	516
2765	448	265	494	515
2766	448	265	494	513
2767	447	265	493	513
2768	447	265	492	513
2769	446	265	492	512
2770	446	265	492	512
2771	446	264	492	512
2772	445	264	492	512
2773	445	264	492	511
2774	445	264	492	511
2775	444	264	491	511
2776	444	262	491	510
2777	443	262	491	509
2778	443	262	491	509
2779	443	262	490	509
2780	443	262	489	508
2781	442	261	489	508
2782	442	261	489	508
2783	442	261	489	508
2784	441	261	488	507
2785	440	260	488	507
2786	440	260	488	506
2787	440	260	488	506
2788	439	260	488	505
2789	438	260	487	505
2790	438	259	487	505
2791	438	259	487	504
2792	436	258	487	504
2793	436	258	487	504
2794	436	258	486	503
2795	436	257	486	503
2796	435	257	485	503
2797	435	257	485	503
2798	434	256	485	502
2799	434	256	485	502
2800	434	256	485	502
2801	434	256	484	501
2802	433	256	484	501
2803	433	255	484	501
2804	433	255	484	501
2805	433	255	484	500
2806	432	255	483	500
2807	431	254	483	500
2808	430	254	483	499
2809	430	254	483	499
2810	430	254	483	499
2811	430	254	483	498
2812	430	253	483	498
2813	430	253	483	498
2814	429	253	483	497
2815	429	253	483	496
2816	429	253	482	496
2817	429	253	482	496
2818	428	252	482	495
2819	428	252	482	495
2820	427	252	482	495
2821	427	251	481	495
2822	427	251	481	494
2823	427	250	480	494
2824	426	250	480	494
2825	426	250	480	494
2826	426	250	479	493
2827	426	249	479	493
2828	425	249	479	493
2829	425	248	479	492
2830	424	248	478	491
2831	423	248	477	491
2832	423	247	477	490
2833	423	247	477	489
2834	422	247	476	489
2835	422	247	476	489
2836	422	246	475	489
2837	421	245	475	488
2838	420	245	475	488
2839	420	245	475	488
2840	420	245	475	488
2841	419	244	475	488
2842	419	244	474	488
2843	419	244	473	488
2844	418	244	472	487
2845	418	244	472	487
2846	417	243	472	487
2847	417	243	471	486
2848	417	243	470	486
2849	417	243	470	485
2850	417	242	470	485
2851	416	242	470	484
2852	416	242	469	484
2853	416	242	469	483
2854	416	242	469	483
2855	416	242	469	482
2856	415	241	468	481
2857	415	240	467	481
2858	414	240	466	481
2859	414	240	466	480
2860	414	240	466	479
2861	413	240	466	479
2862	412	239	465	478
2863	411	239	465	478
2864	411	239	465	477
2865	411	238	465	475
2866	411	238	464	475
2867	411	238	464	474
2868	410	238	464	473
2869	410	237	464	473
2870	410	237	462	473
2871	410	237	462	471
2872	409	237	462	471
2873	409	236	462	471
2874	408	236	462	470
2875	408	236	462	469
2876	408	235	461	469
2877	408	235	460	469
2878	407	235	460	468
2879	407	235	460	468
2880	407	234	458	467
2881	407	234	458	467
2882	407	233	458	466
2883	407	233	458	466
2884	406	233	458	465
2885	406	233	457	465
2886	406	233	456	465
2887	406	232	456	465
2888	406	232	455	464
2889	405	232	454	464
2890	404	232	454	463
2891	404	232	454	463
2892	404	231	453	463
2893	403	231	453	462
2894	403	231	452	462
2895	403	231	451	461
2896	402	231	451	460
2897	402	230	450	459
2898	402	230	450	459
2899	402	229	450	459
2900	401	229	449	458
2901	401	229	449	458
2902	400	229	449	458
2903	400	229	449	458
2904	399	228	449	458
2905	399	228	449	458
2906	399	228	448	457
2907	398	228	448	456
2908	398	227	447	456
2909	398	227	446	455
2910	398	227	446	454
2911	397	227	446	454
2912	397	226	446	453
2913	396	226	446	453
2914	396	226	445	453
2915	395	226	445	453
2916	395	226	443	451
2917	395	225	442	450
2918	395	225	442	449
2919	394	225	441	449
2920	394	225	441	449
2921	394	225	441	449
2922	394	225	441	449
2923	394	225	441	448
2924	394	224	441	448
2925	393	224	440	448
2926	392	224	439	446
2927	391	224	439	446
2928	391	223	439	445
2929	391	222	437	445
2930	391	222	437	445
2931	390	222	437	444
2932	390	221	436	444
2933	390	221	436	444
2934	389	220	436	443
2935	389	220	435	443
2936	389	220	433	442
2937	389	220	433	442
2938	389	220	433	441
2939	388	219	433	441
2940	388	219	433	441
2941	388	219	433	439
2942	388	219	432	439
2943	388	219	432	438
2944	388	219	431	437
2945	388	219	431	437
2946	388	219	430	437
2947	386	218	430	437
2948	386	218	430	436
2949	385	217	429	436
2950	385	217	429	435
2951	385	217	429	435
2952	384	217	428	434
2953	384	216	428	434
2954	384	216	428	434
2955	384	216	428	433
2956	383	216	428	433
2957	382	216	428	433
2958	382	215	427	432
2959	382	215	427	431
2960	382	215	427	431
2961	381	214	426	430
2962	381	214	425	430
2963	381	214	425	430
2964	381	214	425	430
2965	381	214	425	429
2966	380	213	425	429
2967	380	213	425	429
2968	379	213	425	428
2969	378	213	424	428
2970	378	213	424	428
2971	378	213	424	427
2972	378	213	423	426
2973	377	212	423	425
2974	377	212	423	425
2975	377	211	423	424
2976	377	211	423	424
2977	376	211	422	424
2978	376	210	422	423
2979	376	210	421	423
2980	376	210	421	422
2981	376	210	420	422
2982	375	209	419	421
2983	375	209	419	421
2984	374	208	419	420
2985	374	208	419	419
2986	374	208	419	419
2987	373	208	417	419
2988	372	207	417	418
2989	371	207	417	418
2990	371	207	417	418
2991	371	207	417	417
2992	370	207	416	417
2993	370	207	416	416
2994	370	206	415	416
2995	370	206	415	415
2996	370	205	415	415
2997	369	205	415	414
2998	368	205	414	412
2999	368	205	413	412
3000	368	204	413	411
3001	367	204	412	411
3002	367	204	412	410
3003	366	204	412	410
3004	366	204	412	408
3005	365	203	412	408
3006	364	203	411	408
3007	364	203	411	407
3008	363	203	411	407
3009	362	202	410	406
3010	362	202	409	406
3011	362	202	408	405
3012	362	202	407	405
3013	362	202	407	405
3014	362	202	407	404
3015	361	201	406	404
3016	360	201	406	404
3017	360	201	405	404
3018	360	201	405	403
3019	359	201	405	403
3020	358	201	405	403
3021	358	200	404	403
3022	358	200	403	402
3023	357	199	403	401
3024	356	199	403	401
3025	356	199	402	401
3026	356	199	402	400
3027	355	198	401	400
3028	355	198	401	400
3029	355	198	401	400
3030	355	198	400	398
3031	353	198	399	398
3032	353	197	399	397
3033	353	197	399	397
3034	353	197	399	397
3035	353	197	398	396
3036	352	196	397	396
3037	352	196	397	396
3038	351	195	396	395
3039	351	195	396	395
3040	351	195	395	395
3041	351	195	394	395
3042	350	195	394	394
3043	349	194	393	394
3044	349	194	392	393
3045	349	194	392	393
3046	348	193	391	392
3047	348	193	391	391
3048	348	193	389	390
3049	347	193	389	389
3050	347	193	389	389
3051	347	192	388	389
3052	347	192	388	388
3053	347	192	387	388
3054	346	192	387	388
3055	346	192	387	388
3056	346	191	386	388
3057	346	190	386	387
3058	346	190	386	387
3059	346	190	385	387
3060	346	190	385	385
3061	345	190	384	385
3062	345	190	384	384
3063	345	190	384	384
3064	344	190	383	383
3065	344	190	382	383
3066	343	189	382	383
3067	342	189	381	383
3068	342	189	381	382
3069	341	188	380	382
3070	341	188	380	381
3071	341	188	380	381
3072	341	188	380	381
3073	341	188	378	381
3074	341	187	378	380
3075	341	187	377	380
3076	340	186	376	380
3077	340	186	375	380
3078	340	186	374	379
3079	340	186	374	378
3080	340	186	373	377
3081	339	185	373	376
3082	339	185	373	376
3083	339	184	372	375
3084	339	184	372	375
3085	339	184	372	375
3086	338	183	372	375
3087	338	183	370	375
3088	338	183	369	374
3089	338	182	369	373
3090	338	182	368	373
3091	338	182	368	373
3092	337	182	367	372
3093	337	182	366	372
3094	337	181	366	371
3095	337	180	364	371
3096	336	180	364	371
3097	336	180	362	369
3098	336	180	361	369
3099	336	179	361	369
3100	336	179	360	368
3101	335	179	360	368
3102	335	179	359	368
3103	335	178	358	367
3104	335	178	357	367
3105	335	178	357	366
3106	335	178	356	366
3107	335	178	356	366
3108	334	178	355	366
3109	334	177	355	366
3110	333	177	355	365
3111	333	177	354	364
3112	332	176	353	363
3113	332	176	353	363
3114	332	176	353	362
3115	331	176	352	362
3116	331	175	351	362
3117	331	175	350	361
3118	331	175	349	361
3119	330	174	349	361
3120	330	174	349	361
3121	329	174	348	361
3122	329	174	347	360
3123	329	174	347	360
3124	329	174	346	360
3125	328	174	346	357
3126	327	173	345	357
3127	327	173	345	357
3128	327	173	345	357
3129	327	172	344	357
3130	326	172	342	356
3131	326	172	342	356
3132	326	172	342	356
3133	325	171	342	355
3134	325	171	341	355
3135	325	171	340	354
3136	325	171	339	353
3137	325	171	338	353
3138	325	171	338	352
3139	324	171	338	351
3140	324	170	337	351
3141	323	169	336	351
3142	322	169	336	350
3143	322	169	336	350
3144	322	169	336	350
3145	321	169	336	348
3146	321	168	335	348
3147	321	168	335	347
3148	321	168	335	347
3149	320	168	333	347
3150	320	168	333	346
3151	320	167	333	346
3152	319	167	333	346
3153	319	167	333	346
3154	318	167	332	346
3155	318	167	332	345
3156	317	167	331	345
3157	317	167	331	344
3158	316	167	330	344
3159	316	167	329	343
3160	316	167	329	343
3161	316	166	329	343
3162	315	165	328	343
3163	314	165	328	343
3164	314	165	328	342
3165	314	164	327	341
3166	313	164	327	341
3167	313	163	327	341
3168	312	163	326	340
3169	311	162	326	340
3170	311	162	326	339
3171	311	162	325	339
3172	311	162	324	338
3173	311	162	324	338
3174	310	161	323	338
3175	310	160	323	338
3176	309	160	323	338
3177	309	160	322	337
3178	308	160	322	337
3179	308	159	320	337
3180	308	159	319	337
3181	308	158	319	336
3182	307	158	318	336
3183	307	158	317	336
3184	306	158	317	336
3185	306	157	317	335
3186	305	157	317	335
3187	305	156	317	335
3188	304	156	316	335
3189	304	155	316	334
3190	304	155	315	333
3191	304	155	314	332
3192	303	154	314	332
3193	303	154	313	332
3194	303	153	313	331
3195	302	153	312	331
3196	301	153	311	331
3197	301	153	310	331
3198	301	153	310	330
3199	301	152	310	329
3200	300	152	310	329
3201	300	151	310	328
3202	300	151	310	328
3203	299	151	309	327
3204	299	151	309	327
3205	299	150	306	327
3206	298	150	306	327
3207	298	149	305	325
3208	298	149	304	325
3209	298	149	304	325
3210	297	148	304	325
3211	297	148	303	325
3212	296	148	303	324
3213	296	148	302	324
3214	296	148	302	324
3215	296	147	301	323
3216	295	147	300	323
3217	295	147	300	323
3218	295	147	300	323
3219	295	146	299	323
3220	294	146	299	322
3221	294	146	299	322
3222	294	146	299	322
3223	293	146	298	322
3224	293	145	298	321
3225	293	145	297	320
3226	293	145	294	320
3227	293	144	294	320
3228	292	144	294	320
3229	292	144	294	319
3230	292	143	294	319
3231	292	143	293	319
3232	292	143	293	318
3233	292	143	293	318
3234	292	143	292	318
3235	291	142	291	318
3236	290	142	291	318
3237	290	142	291	317
3238	290	142	290	317
3239	289	142	289	317
3240	289	142	288	317
3241	289	141	287	316
3242	289	141	287	316
3243	288	141	287	316
3244	288	141	287	316
3245	287	141	286	315
3246	286	141	286	315
3247	286	140	285	315
3248	286	139	284	315
3249	286	139	283	315
3250	286	139	283	314
3251	286	138	283	314
3252	285	138	283	314
3253	285	137	282	314
3254	285	137	280	314
3255	285	137	278	314
3256	284	137	278	313
3257	284	136	278	313
3258	284	136	277	312
3259	284	136	277	311
3260	283	136	276	311
3261	282	136	276	310
3262	282	135	273	310
3263	281	135	272	308
3264	281	135	272	308
3265	281	135	272	307
3266	281	135	272	305
3267	280	135	271	305
3268	280	134	270	305
3269	280	134	270	304
3270	280	134	270	304
3271	280	134	269	303
3272	279	134	269	303
3273	279	133	268	303
3274	278	133	268	303
3275	278	133	268	302
3276	278	133	267	301
3277	278	133	267	300
3278	278	133	267	299
3279	277	132	267	299
3280	277	132	266	299
3281	277	132	266	298
3282	277	131	265	298
3283	276	131	265	297
3284	276	131	264	297
3285	276	131	264	297
3286	275	130	262	297
3287	275	130	260	297
3288	275	130	260	297
3289	274	130	258	295
3290	274	130	257	295
3291	274	130	257	295
3292	274	130	257	294
3293	273	129	256	294
3294	273	129	255	293
3295	273	128	253	292
3296	272	128	252	292
3297	272	128	252	290
3298	272	128	252	288
3299	271	127	251	288
3300	271	127	250	288
3301	270	127	250	287
3302	270	127	250	287
3303	270	127	249	286
3304	270	127	248	286
3305	269	127	248	286
3306	269	127	247	285
3307	269	127	247	284
3308	268	127	243	284
3309	268	127	242	282
3310	268	127	241	282
3311	267	127	241	281
3312	267	126	241	281
3313	267	126	240	281
3314	266	126	240	280
3315	266	126	240	280
3316	266	126	239	279
3317	266	126	238	279
3318	265	126	238	278
3319	265	126	238	277
3320	265	126	238	276
3321	264	125	238	275
3322	264	125	238	275
3323	264	125	237	274
3324	263	125	236	273
3325	263	125	235	273
3326	263	125	234	273
3327	262	124	233	272
3328	262	124	233	272
3329	262	124	233	272
3330	262	124	233	271
3331	261	124	233	271
3332	261	124	232	270
3333	261	124	232	270
3334	260	123	232	270
3335	260	122	232	270
3336	260	122	231	269
3337	259	122	230	269
3338	259	121	229	268
3339	257	121	229	267
3340	257	121	229	267
3341	257	121	229	266
3342	257	121	229	266
3343	256	120	228	266
3344	256	120	227	266
3345	256	120	226	265
3346	256	120	226	265
3347	255	120	226	264
3348	255	120	225	263
3349	255	119	225	263
3350	254	119	225	263
3351	254	119	224	263
3352	254	119	224	262
3353	254	119	223	261
3354	254	119	221	261
3355	253	119	221	261
3356	253	118	220	260
3357	253	118	220	260
3358	252	118	219	260
3359	252	118	219	260
3360	252	117	219	260
3361	251	117	218	259
3362	251	117	218	259
3363	251	117	217	259
3364	251	116	217	258
3365	251	116	217	258
3366	251	116	217	257
3367	251	116	217	257
3368	251	116	216	257
3369	251	116	215	257
3370	251	116	214	257
3371	250	115	213	257
3372	249	115	213	257
3373	249	115	213	256
3374	249	115	213	256
3375	248	115	212	255
3376	248	115	212	255
3377	248	114	212	255
3378	247	114	211	255
3379	247	114	211	255
3380	246	113	211	255
3381	246	113	210	255
3382	246	113	210	254
3383	246	113	209	254
3384	246	113	209	254
3385	246	113	209	254
3386	245	113	209	253
3387	245	113	209	253
3388	244	113	208	253
3389	244	112	208	252
3390	244	112	208	252
3391	243	112	208	252
3392	243	112	208	252
3393	243	112	207	252
3394	243	112	207	252
3395	242	112	206	251
3396	242	112	206	251
3397	242	112	205	250
3398	242	112	205	249
3399	241	111	205	249
3400	241	111	205	249
3401	241	111	203	248
3402	241	111	202	248
3403	240	111	202	248
3404	240	111	201	248
3405	240	111	201	247
3406	240	111	201	247
3407	239	111	201	247
3408	239	111	201	247
3409	238	111	201	246
3410	238	111	200	246
3411	238	111	199	245
3412	238	110	199	245
3413	237	110	198	245
3414	237	110	197	245
3415	237	110	196	244
3416	237	109	196	244
3417	237	109	195	244
3418	236	109	195	244
3419	236	109	195	243
3420	236	109	194	242
3421	236	108	194	242
3422	236	108	194	241
3423	236	108	194	241
3424	235	108	194	241
3425	235	108	193	241
3426	235	108	193	240
3427	235	107	193	240
3428	235	107	192	240
3429	235	107	192	239
3430	235	107	192	239
3431	235	107	191	239
3432	235	106	191	239
3433	234	106	190	237
3434	234	106	190	237
3435	234	106	190	236
3436	233	106	189	236
3437	233	106	189	236
3438	232	106	189	236
3439	232	106	189	235
3440	232	106	187	235
3441	232	105	187	235
3442	232	105	187	234
3443	232	105	186	234
3444	232	105	186	234
3445	232	104	186	234
3446	231	104	186	234
3447	230	104	185	233
3448	230	103	185	233
3449	229	103	185	233
3450	229	103	184	232
3451	228	103	184	232
3452	228	102	184	232
3453	228	102	184	231
3454	228	102	183	231
3455	226	102	183	231
3456	226	102	183	230
3457	226	101	182	230
3458	225	101	182	230
3459	225	101	182	229
3460	224	101	181	229
3461	224	100	181	229
3462	224	100	180	228
3463	224	100	179	228
3464	224	100	179	228
3465	223	99	179	228
3466	223	99	178	227
3467	223	99	178	227
3468	223	99	177	227
3469	222	99	177	227
3470	222	99	176	227
3471	222	98	176	227
3472	222	98	176	226
3473	221	98	176	226
3474	221	97	175	226
3475	220	97	175	226
3476	220	97	174	226
3477	220	97	174	226
3478	219	97	174	226
3479	219	97	173	225
3480	218	97	173	225
3481	216	97	173	225
3482	216	97	173	225
3483	216	96	172	224
3484	216	96	172	224
3485	215	96	172	224
3486	215	96	171	224
3487	215	96	170	224
3488	215	95	170	224
3489	213	95	170	224
3490	213	95	169	224
3491	212	95	168	223
3492	212	95	168	222
3493	210	95	168	222
3494	210	95	168	221
3495	210	95	168	221
3496	210	95	168	220
3497	209	94	167	220
3498	209	94	167	219
3499	208	94	167	219
3500	208	94	167	219
3501	208	94	166	219
3502	208	94	166	218
3503	207	94	166	218
3504	207	93	166	218
3505	206	93	165	218
3506	206	93	164	218
3507	205	93	164	218
3508	205	93	164	218
3509	205	93	163	217
3510	205	93	163	217
3511	205	93	163	217
3512	203	92	163	217
3513	203	92	162	217
3514	202	92	161	216
3515	202	92	161	216
3516	201	92	160	216
3517	200	92	160	216
3518	200	92	160	215
3519	200	92	160	215
3520	199	92	160	215
3521	199	92	160	214
3522	199	91	159	214
3523	199	91	159	214
3524	198	91	158	214
3525	198	91	158	213
3526	198	91	158	213
3527	198	91	158	212
3528	197	91	158	212
3529	197	91	158	212
3530	196	90	158	212
3531	195	90	158	212
3532	195	89	157	212
3533	195	89	156	212
3534	195	89	156	212
3535	194	88	156	211
3536	194	88	156	211
3537	194	88	155	211
3538	194	87	155	210
3539	193	87	155	210
3540	193	87	154	209
3541	193	87	154	209
3542	193	87	154	208
3543	192	87	154	208
3544	191	86	153	208
3545	190	85	153	207
3546	190	85	152	207
3547	189	85	152	206
3548	189	85	152	206
3549	188	84	152	206
3550	188	84	152	205
3551	188	84	152	205
3552	187	83	152	205
3553	187	83	152	204
3554	186	83	152	204
3555	185	83	151	204
3556	184	82	151	203
3557	182	82	151	202
3558	182	82	151	202
3559	182	82	151	202
3560	181	82	150	201
3561	180	82	150	201
3562	180	82	150	200
3563	178	81	150	200
3564	177	81	150	200
3565	177	81	150	198
3566	177	80	150	198
3567	177	80	148	197
3568	176	80	148	197
3569	176	80	148	197
3570	175	80	147	196
3571	175	79	147	196
3572	174	79	147	195
3573	174	79	146	195
3574	174	79	146	194
3575	173	78	146	193
3576	173	78	146	193
3577	173	78	146	192
3578	173	78	146	192
3579	172	78	145	191
3580	172	78	145	191
3581	171	77	144	191
3582	171	77	144	191
3583	171	77	144	191
3584	171	77	144	190
3585	169	77	144	190
3586	169	77	143	190
3587	169	76	143	190
3588	169	76	143	189
3589	168	76	142	188
3590	168	76	141	188
3591	168	75	141	188
3592	167	75	141	188
3593	167	75	141	187
3594	167	75	141	186
3595	167	74	140	186
3596	167	74	139	186
3597	165	74	139	186
3598	165	74	138	185
3599	165	74	138	184
3600	165	73	138	184
3601	164	73	137	184
3602	164	73	137	183
3603	163	73	137	183
3604	163	73	137	183
3605	162	73	136	181
3606	162	73	136	181
3607	162	72	136	181
3608	161	72	136	180
3609	161	72	135	180
3610	161	72	135	179
3611	160	72	134	179
3612	158	72	134	179
3613	157	72	134	178
3614	156	71	134	178
3615	156	71	133	177
3616	156	71	132	177
3617	155	70	132	177
3618	155	70	131	177
3619	155	70	131	176
3620	155	70	130	175
3621	154	70	130	175
3622	154	70	130	174
3623	154	69	129	174
3624	154	69	129	174
3625	154	68	128	174
3626	154	68	128	173
3627	153	68	128	173
3628	153	67	128	173
3629	153	67	128	172
3630	153	67	128	171
3631	153	67	127	170
3632	152	67	126	169
3633	152	67	126	169
3634	152	66	125	169
3635	152	66	125	168
3636	151	66	125	168
3637	151	66	125	167
3638	151	65	123	167
3639	151	65	123	167
3640	150	65	122	166
3641	150	65	122	166
3642	149	65	122	165
3643	149	65	122	165
3644	149	65	121	164
3645	148	64	121	164
3646	147	64	121	164
3647	146	64	120	163
3648	146	64	120	163
3649	146	63	120	163
3650	145	63	119	162
3651	145	63	118	162
3652	145	63	118	162
3653	144	63	117	162
3654	143	62	117	162
3655	143	62	117	161
3656	142	62	116	161
3657	142	61	115	161
3658	142	61	115	161
3659	142	61	115	160
3660	142	60	114	160
3661	141	60	114	159
3662	141	60	114	159
3663	141	60	113	159
3664	140	59	113	158
3665	140	59	112	158
3666	140	59	112	157
3667	140	59	111	157
3668	140	59	111	156
3669	139	59	111	156
3670	139	58	110	156
3671	139	58	109	156
3672	139	58	109	156
3673	137	57	108	155
3674	137	56	108	155
3675	136	56	107	155
3676	136	56	107	154
3677	135	56	106	153
3678	135	56	106	153
3679	134	56	106	152
3680	133	56	105	152
3681	133	56	105	151
3682	132	55	105	151
3683	132	55	105	151
3684	131	55	105	151
3685	130	55	105	151
3686	130	55	105	150
3687	129	54	104	150
3688	129	54	104	149
3689	129	54	104	149
3690	129	54	104	148
3691	128	54	103	148
3692	127	54	103	147
3693	127	54	102	147
3694	127	54	102	146
3695	126	53	102	146
3696	126	52	101	146
3697	125	52	100	145
3698	125	52	100	145
3699	124	52	99	144
3700	124	52	99	144
3701	124	52	99	144
3702	123	51	99	143
3703	123	51	99	143
3704	123	51	99	143
3705	122	51	98	142
3706	122	51	98	142
3707	122	51	98	141
3708	121	51	97	141
3709	121	51	97	141
3710	121	50	97	141
3711	121	50	97	141
3712	120	50	97	141
3713	120	49	96	141
3714	120	49	96	140
3715	120	49	96	139
3716	120	49	96	139
3717	119	49	96	138
3718	118	49	95	138
3719	118	49	95	138
3720	118	49	95	138
3721	118	48	94	137
3722	117	48	94	136
3723	117	48	94	136
3724	117	48	93	136
3725	117	47	93	136
3726	116	47	93	135
3727	115	47	92	134
3728	115	47	92	134
3729	115	47	92	134
3730	114	47	91	134
3731	114	46	91	134
3732	114	46	91	133
3733	114	46	91	133
3734	114	46	91	133
3735	113	46	91	132
3736	113	46	90	132
3737	113	45	89	131
3738	113	45	89	131
3739	112	45	88	130
3740	112	45	88	130
3741	111	45	88	129
3742	111	45	88	129
3743	111	45	88	129
3744	111	45	87	128
3745	110	45	86	127
3746	110	45	86	127
